Label;Repo;Text
Other;Repo;""" the judge was quoted as referring to the victims as and saying they would n't have been killed if they had n't been the streets picking up boys """
Other;Repo;""" but robert r. murray a special master appointed by the texas supreme court said judge did n't breach any judicial standards of fairness although he did violate the state 's judicial code by commenting publicly on a pending case """
Other;Repo;""" that the judge has never any bias or mr. murray concluded that he would be in any case involving a homosexual or as a victim """
Other;Repo;""" mr. murray also said judge 's comments did n't the judiciary or the administration of justice """
Other;Repo;""" the report is subject to review by the state commission on judicial conduct which is to impose sanctions """
Other;Repo;""" gaf trial goes to round three """
Other;Repo;""" attorneys in the third trial of gaf corp. began opening arguments yesterday in the manhattan courtroom of u.s. district judge mary johnson lowe """
Other;Repo;""" in an indictment the government has charged gaf a wayne n.j. specialty chemical maker and its vice chairman james t. sherwin with attempting to manipulate the common stock of union carbide corp. in advance of gaf 's planned sale of a large block of the stock in november N """
Other;Repo;""" the first two gaf trials ended in earlier this year """
Other;Repo;""" this trial is expected to last five weeks """
Other;Repo;""" switching to the defense """
Other;Repo;""" a former member of the prosecution team in the affair joined the chicago firm of mayer brown & """
Other;Repo;""" michael r. a member since january N of the trial team in the prosecution of oliver north became a partner in the washington d.c. office of the firm """
Other;Repo;""" he will specialize in white-collar criminal defense work """
Other;Repo;""" mr. N also has served as deputy chief and chief of the narcotics unit for the u.s. attorney 's office for the southern district of new york based in manhattan """
Other;Repo;""" tire & rubber co. said it has reached an agreement in principle to buy buildings and related property in albany ga. from inc """
Other;Repo;""" terms were n't disclosed """
Other;Repo;""" the tire maker said the buildings consist of N million square feet of office manufacturing and space on N acres of land """
